<strategy>
Use a structured grid search with 8 coefficients, optimize via BFGS with exact polynomial evaluation, and refine with adaptive sampling around promising regions to minimize r_max²/(2π).
</strategy>

```python
import numpy as np
from scipy.optimize import minimize
from scipy.special import hermitian
from sympy import symbols, diff, simplify

def run(seed=42, budget_s=200, **kwargs):
    np.random.seed(seed)
    # Start with 8 coefficients
    initial = np.random.rand(8)
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
        Q = Q.as_numerical()
