```python
import numpy as np
import scipy.optimize as opt
from scipy.optimize import Bounds, minimize

def run(seed=42, budget_s=600, **kwargs):
    np.random.seed(seed)
    n_points = 256
    dx = 2.0 / n_points
    initial_h = np.loadtxt('initial_h_values.txt')
    initial_h = np.interp(initial_h, (initial_h.min(), initial_h.max()), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
    initial_h = np.interp(initial_h, (0, 1), (0, 1))
