step,group,arm,memory_ids,treatment_rollouts,control_rollouts,matched_n,tail_uplift_reward,valid_rate_treatment,valid_rate_control,valid_rate_delta,code_valid_rate_delta,parent_improvement_rate_delta,treatment_has_valid,control_has_valid
11,7,explore,5c424123,13,13,13,-3.3029127819439452e-06,0.23076923076923078,0.46153846153846156,-0.23076923076923078,-0.07692307692307698,-0.15384615384615385,True,True
12,0,selected,e29ed4f8,38,13,13,-1.568245676075719e-05,0.6842105263157895,0.15384615384615385,0.5303643724696356,0.020242914979757054,-0.05060728744939272,True,True
12,0,explore,f59f8c13,13,13,13,-1.35598611650245e-05,0.38461538461538464,0.15384615384615385,0.23076923076923078,-0.23076923076923084,-0.07692307692307693,True,True
12,1,selected,e29ed4f8,38,13,13,4.936838228886131e-06,0.868421052631579,0.46153846153846156,0.4068825910931174,0.0748987854251012,-0.09514170040485831,True,True
12,1,explore,f59f8c13,13,13,13,4.717512460672424e-06,0.6153846153846154,0.46153846153846156,0.15384615384615385,0.07692307692307698,-0.23076923076923078,True,True
12,2,selected,e29ed4f8,38,13,13,1.1354462493784467e-05,0.6842105263157895,0.23076923076923078,0.4534412955465587,-0.052631578947368474,0.5303643724696356,True,True
12,2,explore,f59f8c13,13,13,13,-4.8508694892035464e-06,0.23076923076923078,0.23076923076923078,0.0,-0.23076923076923073,0.07692307692307693,True,True
12,3,selected,e29ed4f8,38,13,13,3.6046345939233504e-06,0.8421052631578947,0.3076923076923077,0.534412955465587,0.024291497975708398,0.6113360323886639,True,True
12,3,explore,f59f8c13,13,13,13,0.0,0.38461538461538464,0.3076923076923077,0.07692307692307693,-0.15384615384615385,0.07692307692307693,True,True
12,4,selected,e29ed4f8,38,13,13,-1.749900947478622e-05,0.7894736842105263,0.46153846153846156,0.32793522267206476,0.17813765182186225,0.3016194331983806,True,True
12,4,explore,f59f8c13,13,13,13,-6.635720813985557e-05,0.38461538461538464,0.46153846153846156,-0.07692307692307693,0.07692307692307687,-0.15384615384615385,True,True
12,5,selected,e29ed4f8,38,13,13,1.5611957635996987e-05,0.8421052631578947,0.38461538461538464,0.45748987854251005,0.05060728744939269,0.5080971659919028,True,True
12,5,explore,f59f8c13,13,13,13,-4.2074611230624726e-06,0.46153846153846156,0.38461538461538464,0.07692307692307693,-0.23076923076923084,0.15384615384615385,True,True
12,6,selected,e29ed4f8,38,13,13,1.9531353290247466e-05,0.5263157894736842,0.3076923076923077,0.21862348178137647,0.09919028340080971,0.21862348178137647,True,True
12,6,explore,f59f8c13,13,13,13,-1.7059514553885435e-05,0.3076923076923077,0.3076923076923077,0.0,0.07692307692307687,0.0,True,True
12,7,selected,e29ed4f8,38,13,13,-1.164021428134987e-06,0.5526315789473685,0.15384615384615385,0.3987854251012146,0.04453441295546556,0.05465587044534412,True,True
12,7,explore,f59f8c13,13,13,13,-2.932900011742845e-08,0.07692307692307693,0.15384615384615385,-0.07692307692307693,-0.15384615384615385,-0.07692307692307693,True,True
13,0,selected,e29ed4f8,38,13,13,0.0,0.8157894736842105,0.15384615384615385,0.6619433198380567,0.3319838056680161,0.6619433198380567,True,True
13,0,explore,c81e4ac7,13,13,13,0.0,0.23076923076923078,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.07692307692307693,True,True
13,1,selected,e29ed4f8,38,13,13,5.408334231571388e-06,0.8421052631578947,0.23076923076923078,0.6113360323886639,0.3319838056680161,0.6113360323886639,True,True
13,1,explore,c81e4ac7,13,13,13,0.0,0.15384615384615385,0.23076923076923078,-0.07692307692307693,0.3076923076923077,-0.07692307692307693,True,True
13,2,selected,e29ed4f8,38,13,13,-1.2389123589251483e-06,0.6052631578947368,0.46153846153846156,0.14372469635627527,-0.082995951417004,0.05263157894736842,True,True
13,2,explore,c81e4ac7,13,13,13,-1.511482463634195e-07,0.7692307692307693,0.46153846153846156,0.3076923076923077,0.0,0.0,True,True
13,3,selected,e29ed4f8,38,13,13,-1.7387959284853594e-05,0.5,0.3076923076923077,0.1923076923076923,-0.03238866396761142,-0.02226720647773281,True,True
13,3,explore,c81e4ac7,13,13,13,-9.176084688977681e-06,0.15384615384615385,0.3076923076923077,-0.15384615384615385,-0.15384615384615385,-0.15384615384615385,True,True
13,4,selected,14e87b21,38,13,13,-4.5614401145144257e-10,0.7105263157894737,0.3076923076923077,0.40283400809716596,0.1255060728744939,0.4534412955465587,True,True
13,4,explore,c81e4ac7,13,13,13,0.0,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.15384615384615385,0.38461538461538464,True,True
13,5,selected,e29ed4f8,38,13,13,0.0,0.7368421052631579,0.3076923076923077,0.42914979757085014,-0.054655870445344146,0.42914979757085014,True,True
13,5,explore,c81e4ac7,13,13,13,0.0,0.6153846153846154,0.3076923076923077,0.3076923076923077,0.0,0.23076923076923073,True,True
13,6,selected,e29ed4f8,38,13,13,2.1611982949920616e-06,0.8157894736842105,0.3076923076923077,0.5080971659919028,0.28137651821862353,0.3481781376518219,True,True
13,6,explore,c81e4ac7,13,13,13,-5.6765358560362245e-06,0.46153846153846156,0.3076923076923077,0.15384615384615385,-0.07692307692307687,0.07692307692307693,True,True
13,7,selected,e29ed4f8,38,13,13,-2.5664012142101456e-06,0.7631578947368421,0.5384615384615384,0.2246963562753037,-0.004048582995951455,0.17206477732793524,True,True
13,7,explore,c81e4ac7,13,13,13,-1.0542080657760522e-05,0.5384615384615384,0.5384615384615384,0.0,-0.15384615384615385,-0.07692307692307687,True,True
14,0,selected,e29ed4f8,38,13,13,2.3241709135035649e-07,0.7105263157894737,0.23076923076923078,0.4797570850202429,0.3805668016194331,0.0040485829959514,True,True
14,0,explore,f59f8c13,13,13,13,-5.719776475121563e-06,0.23076923076923078,0.23076923076923078,0.0,0.3076923076923077,-0.15384615384615385,True,True
14,1,selected,e29ed4f8,38,13,13,2.3192549170047982e-07,0.8421052631578947,0.46153846153846156,0.3805668016194331,0.15182186234817807,0.43117408906882587,True,True
14,1,explore,f59f8c13,13,13,13,0.0,0.46153846153846156,0.46153846153846156,0.0,-0.15384615384615385,-0.07692307692307693,True,True
14,2,selected,e29ed4f8,38,13,13,-0.002604151327702642,0.34210526315789475,0.3076923076923077,0.034412955465587036,-0.0080971659919028,-0.05060728744939272,True,True
14,2,explore,f59f8c13,13,13,13,-6.499683049554505e-07,0.23076923076923078,0.3076923076923077,-0.07692307692307693,-0.15384615384615385,-0.07692307692307693,True,True
14,3,selected,e29ed4f8,38,13,13,-2.1760371282653068e-14,0.7631578947368421,0.46153846153846156,0.3016194331983806,-0.054655870445344146,0.27125506072874495,True,True
14,3,explore,f59f8c13,13,13,13,0.0,0.46153846153846156,0.46153846153846156,0.0,-0.15384615384615385,0.15384615384615385,True,True
14,4,selected,e29ed4f8,38,13,13,-1.134431659721713e-08,0.8157894736842105,0.3076923076923077,0.5080971659919028,0.20242914979757087,0.4817813765182186,True,True
14,4,explore,f59f8c13,13,13,13,-1.0717464826726086e-07,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.07692307692307698,0.07692307692307693,True,True
14,5,selected,e29ed4f8,38,13,13,-1.134431659721713e-08,0.9210526315789473,0.46153846153846156,0.4595141700404858,0.12753036437246967,0.5101214574898785,True,True
14,5,explore,f59f8c13,13,13,13,-1.0717464826726086e-07,0.6153846153846154,0.46153846153846156,0.15384615384615385,0.0,0.1538461538461538,True,True
14,6,selected,e29ed4f8,38,13,13,-1.5136460720377443e-06,0.5526315789473685,0.3076923076923077,0.24493927125506076,0.04858299595141702,0.02631578947368421,True,True
14,6,explore,f59f8c13,13,13,13,3.392027800863673e-07,0.15384615384615385,0.3076923076923077,-0.15384615384615385,-0.15384615384615385,0.07692307692307693,True,True
14,7,selected,e29ed4f8,38,13,13,9.88123454170875e-07,0.6052631578947368,0.23076923076923078,0.37449392712550605,0.07287449392712542,0.02834008097165991,True,True
14,7,explore,f59f8c13,13,13,13,0.0,0.15384615384615385,0.23076923076923078,-0.07692307692307693,-0.07692307692307698,0.0,True,True
15,0,selected,e29ed4f8,38,13,13,8.41571598857449e-05,0.6578947368421053,0.38461538461538464,0.2732793522267207,-0.07894736842105265,0.15789473684210525,True,True
15,0,explore,c81e4ac7,13,13,13,3.471898002738172e-05,0.38461538461538464,0.38461538461538464,0.0,-0.15384615384615385,0.0,True,True
15,1,selected,e29ed4f8,38,13,13,5.153497885768132e-06,0.7105263157894737,0.46153846153846156,0.2489878542510121,0.04858299595141702,0.08097165991902833,True,True
15,1,explore,c81e4ac7,13,13,13,-0.00014221948105275217,0.15384615384615385,0.46153846153846156,-0.3076923076923077,-0.23076923076923073,-0.07692307692307693,True,True
15,2,selected,e29ed4f8,38,13,13,-3.615438778137303e-06,0.5789473684210527,0.23076923076923078,0.3481781376518219,0.07287449392712542,0.02631578947368421,True,True
15,2,explore,c81e4ac7,13,13,13,0.0,0.5384615384615384,0.23076923076923078,0.30769230769230765,0.07692307692307687,0.0,True,True
15,3,selected,e29ed4f8,38,13,13,-1.7178968683140283e-06,0.9210526315789473,0.3076923076923077,0.6133603238866396,0.10121457489878538,0.5607287449392713,True,True
15,3,explore,c81e4ac7,13,13,13,-1.8702299673378775e-06,0.5384615384615384,0.3076923076923077,0.23076923076923073,0.15384615384615385,0.23076923076923073,True,True
15,4,selected,e29ed4f8,38,13,13,-0.0003485379414511769,0.4473684210526316,0.23076923076923078,0.2165991902834008,-0.08097165991902844,0.3684210526315789,True,True
15,4,explore,c81e4ac7,13,13,13,2.016893771106254e-06,0.3076923076923077,0.23076923076923078,0.07692307692307693,-0.3076923076923077,0.07692307692307693,True,True
15,5,selected,14e87b21,38,13,13,6.312229889893217e-07,0.6578947368421053,0.3076923076923077,0.3502024291497976,0.22672064777327927,0.02631578947368421,True,True
15,5,explore,c81e4ac7,13,13,13,9.54965169164268e-07,0.6923076923076923,0.3076923076923077,0.3846153846153846,0.23076923076923073,0.07692307692307693,True,True
15,6,selected,e29ed4f8,38,13,13,0.5952777621378216,0.2894736842105263,0.15384615384615385,0.13562753036437247,0.12348178137651822,0.02631578947368421,True,True
15,6,explore,c81e4ac7,13,13,13,-2.0142840247576883,0.0,0.15384615384615385,-0.15384615384615385,0.15384615384615385,0.0,False,True
15,7,selected,e29ed4f8,38,13,13,0.0,0.8157894736842105,0.3076923076923077,0.5080971659919028,0.35627530364372473,0.0,True,True
15,7,explore,c81e4ac7,13,13,13,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,0.0,True,True
16,0,selected,e29ed4f8,38,13,13,-3.663563717104523e-05,0.6842105263157895,0.38461538461538464,0.29959514170040485,0.20242914979757087,-0.02429149797570851,True,True
16,0,explore,f59f8c13,13,13,13,0.0,0.3076923076923077,0.38461538461538464,-0.07692307692307693,0.07692307692307698,0.0,True,True
16,1,selected,14e87b21,38,13,13,2.8643699323538385e-07,0.6578947368421053,0.38461538461538464,0.2732793522267207,0.2510121457489879,0.02631578947368421,True,True
16,1,explore,f59f8c13,13,13,13,7.613317705157385e-07,0.6153846153846154,0.38461538461538464,0.23076923076923078,0.3076923076923077,0.07692307692307693,True,True
16,2,selected,e29ed4f8,38,13,13,5.628540518110015e-07,0.868421052631579,0.3076923076923077,0.5607287449392713,-0.028340080971659964,0.5850202429149798,True,True
16,2,explore,f59f8c13,13,13,13,0.0,0.15384615384615385,0.3076923076923077,-0.15384615384615385,-0.3846153846153847,-0.07692307692307693,True,True
16,3,selected,e29ed4f8,38,13,13,2.1750759885969018,0.10526315789473684,0.0,0.10526315789473684,0.3825910931174089,0.10526315789473684,True,False
16,3,explore,f59f8c13,13,13,13,2.4842951026255458,0.07692307692307693,0.0,0.07692307692307693,0.23076923076923084,0.0,True,False
16,4,selected,e29ed4f8,38,13,13,-2.049319597574595e-06,0.5526315789473685,0.3076923076923077,0.24493927125506076,-0.054655870445344146,0.0,True,True
16,4,explore,f59f8c13,13,13,13,-1.9754342828193217e-07,0.3076923076923077,0.3076923076923077,0.0,-0.3076923076923077,0.0,True,True
16,5,selected,e29ed4f8,38,13,13,2.0700966807396526e-07,0.9210526315789473,0.6153846153846154,0.3056680161943319,0.20445344129554655,0.27935222672064774,True,True
16,5,explore,f59f8c13,13,13,13,0.0,0.5384615384615384,0.6153846153846154,-0.07692307692307698,0.15384615384615385,-0.07692307692307698,True,True
16,6,selected,e29ed4f8,38,13,13,1.4167376694018685e-07,0.868421052631579,0.5384615384615384,0.32995951417004055,0.15182186234817807,0.1923076923076923,True,True
16,6,explore,f59f8c13,13,13,13,0.0,0.6153846153846154,0.5384615384615384,0.07692307692307698,0.07692307692307687,0.0,True,True
16,7,selected,e29ed4f8,38,13,13,8.91583997297829e-07,0.868421052631579,0.38461538461538464,0.48380566801619435,0.12753036437246967,0.5607287449392713,True,True
16,7,explore,f59f8c13,13,13,13,0.0,0.5384615384615384,0.38461538461538464,0.1538461538461538,0.0,0.23076923076923073,True,True
17,0,selected,e29ed4f8,38,13,13,5.753433622857074e-07,0.8421052631578947,0.5384615384615384,0.30364372469635625,0.17813765182186225,0.2773279352226721,True,True
17,0,explore,f59f8c13,13,13,13,-4.109698141796514e-07,0.38461538461538464,0.5384615384615384,-0.1538461538461538,-0.15384615384615385,-0.1538461538461538,True,True
17,1,selected,e29ed4f8,38,13,13,1.233357647123512e-07,0.8421052631578947,0.38461538461538464,0.45748987854251005,0.25506072874493924,0.3522267206477732,True,True
17,1,explore,f59f8c13,13,13,13,-1.0017990601518534e-06,0.38461538461538464,0.38461538461538464,0.0,0.15384615384615385,0.0,True,True
17,2,selected,e29ed4f8,38,13,13,3.78060135641789e-07,0.7631578947368421,0.3076923076923077,0.45546558704453444,0.45748987854251005,0.45546558704453444,True,True
17,2,explore,f59f8c13,13,13,13,0.0,0.6923076923076923,0.3076923076923077,0.3846153846153846,0.38461538461538464,0.3846153846153846,True,True
17,3,selected,e29ed4f8,38,13,13,2.441655638563134e-06,0.868421052631579,0.5384615384615384,0.32995951417004055,0.0748987854251012,0.43117408906882587,True,True
17,3,explore,f59f8c13,13,13,13,3.4821691086150963e-06,0.46153846153846156,0.5384615384615384,-0.07692307692307687,0.0,0.07692307692307693,True,True
17,4,selected,e29ed4f8,38,13,13,2.507856544653464e-08,0.8421052631578947,0.5384615384615384,0.30364372469635625,0.15182186234817807,0.3238866396761133,True,True
17,4,explore,f59f8c13,13,13,13,7.330657592063972e-08,0.5384615384615384,0.5384615384615384,0.0,0.0,0.0,True,True
17,5,selected,e29ed4f8,38,13,13,2.2156293866260057e-07,0.9210526315789473,0.46153846153846156,0.4595141700404858,0.17813765182186225,0.5364372469635628,True,True
17,5,explore,f59f8c13,13,13,13,0.0,0.3076923076923077,0.46153846153846156,-0.15384615384615385,-0.15384615384615385,-0.15384615384615385,True,True
17,6,selected,e29ed4f8,38,13,13,2.8775858984531055e-07,0.868421052631579,0.38461538461538464,0.48380566801619435,0.22874493927125505,0.45748987854251005,True,True
17,6,explore,f59f8c13,13,13,13,1.353966556649766e-07,0.6153846153846154,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.23076923076923078,True,True
17,7,selected,e29ed4f8,38,13,13,2.198281940923863e-06,0.8421052631578947,0.5384615384615384,0.30364372469635625,0.15384615384615385,0.2246963562753037,True,True
17,7,explore,f59f8c13,13,13,13,-0.6249163388422865,0.07692307692307693,0.5384615384615384,-0.4615384615384615,-0.15384615384615385,-0.5384615384615384,True,True
18,0,selected,e29ed4f8,38,13,13,-1.322472063858271e-06,0.8947368421052632,0.5384615384615384,0.35627530364372473,0.28137651821862353,0.35627530364372473,True,True
18,0,explore,f59f8c13,13,13,13,-5.934757314474126e-06,0.38461538461538464,0.5384615384615384,-0.1538461538461538,0.23076923076923084,-0.1538461538461538,True,True
18,1,selected,e29ed4f8,38,13,13,-4.6132652480324055e-06,0.9473684210526315,0.5384615384615384,0.4089068825910931,0.28137651821862353,0.3825910931174089,True,True
18,1,explore,f59f8c13,13,13,13,-5.934757314474126e-06,0.6923076923076923,0.5384615384615384,0.15384615384615385,0.07692307692307698,0.15384615384615385,True,True
18,2,selected,e29ed4f8,38,13,13,2.978894633631768e-06,0.7105263157894737,0.5384615384615384,0.17206477732793524,0.0748987854251012,0.22267206477732793,True,True
18,2,explore,f59f8c13,13,13,13,-2.6788482863082663e-06,0.38461538461538464,0.5384615384615384,-0.1538461538461538,-0.23076923076923073,-0.07692307692307693,True,True
18,3,selected,e29ed4f8,38,13,13,7.5965896542129485e-06,0.7894736842105263,0.6153846153846154,0.1740890688259109,0.0748987854251012,0.19838056680161942,True,True
18,3,explore,f59f8c13,13,13,13,-4.6734134384607273e-07,0.23076923076923078,0.6153846153846154,-0.38461538461538464,-0.23076923076923073,-0.30769230769230765,True,True
18,4,selected,e29ed4f8,38,13,13,-1.7054468104404918e-07,0.8947368421052632,0.6153846153846154,0.27935222672064774,0.10121457489878538,0.13967611336032387,True,True
18,4,explore,f59f8c13,13,13,13,0.0,0.6153846153846154,0.6153846153846154,0.0,-0.07692307692307687,-0.07692307692307693,True,True
18,5,selected,e29ed4f8,38,13,13,7.312254095559467e-07,0.7894736842105263,0.15384615384615385,0.6356275303643725,0.3805668016194331,0.10526315789473684,True,True
18,5,explore,f59f8c13,13,13,13,1.6753511888900618e-06,0.38461538461538464,0.15384615384615385,0.23076923076923078,0.23076923076923073,0.15384615384615385,True,True
18,6,selected,e29ed4f8,38,13,13,-5.500080386688921e-07,0.7368421052631579,0.5384615384615384,0.19838056680161942,0.20242914979757087,-0.14574898785425106,True,True
18,6,explore,f59f8c13,13,13,13,-5.495155064316748e-07,0.5384615384615384,0.5384615384615384,0.0,0.0,-0.15384615384615385,True,True
18,7,selected,e29ed4f8,38,13,13,7.720965303548155e-06,0.7368421052631579,0.5384615384615384,0.19838056680161942,0.17813765182186225,0.19838056680161942,True,True
18,7,explore,f59f8c13,13,13,13,0.0,0.5384615384615384,0.5384615384615384,0.0,0.07692307692307687,0.0,True,True
19,0,selected,e29ed4f8,38,13,13,1.2988359956445095e-06,0.9210526315789473,0.6153846153846154,0.3056680161943319,-0.002024291497975783,0.05263157894736842,True,True
19,0,explore,f59f8c13,13,13,13,0.0,0.6923076923076923,0.6153846153846154,0.07692307692307687,-0.07692307692307698,0.0,True,True
19,1,selected,e29ed4f8,38,13,13,1.9222367857452127e-06,0.868421052631579,0.5384615384615384,0.32995951417004055,0.25506072874493924,0.32995951417004055,True,True
19,1,explore,f59f8c13,13,13,13,0.0,0.7692307692307693,0.5384615384615384,0.23076923076923084,0.07692307692307698,0.23076923076923084,True,True
19,2,selected,e29ed4f8,38,13,13,6.580404976475052e-08,0.8947368421052632,0.6153846153846154,0.27935222672064774,0.15182186234817807,0.25303643724696356,True,True
19,2,explore,f59f8c13,13,13,13,-2.181164883818809e-06,0.46153846153846156,0.6153846153846154,-0.15384615384615385,0.0,-0.23076923076923078,True,True
19,3,selected,e29ed4f8,38,13,13,4.638203092710569e-07,0.7368421052631579,0.3076923076923077,0.42914979757085014,0.28137651821862353,0.42914979757085014,True,True
19,3,explore,f59f8c13,13,13,13,-2.9541739996474803e-06,0.46153846153846156,0.3076923076923077,0.15384615384615385,0.0,0.15384615384615385,True,True
19,4,selected,e29ed4f8,38,13,13,4.106633579858965e-07,0.7368421052631579,0.23076923076923078,0.5060728744939271,0.4089068825910931,0.5060728744939271,True,True
19,4,explore,f59f8c13,13,13,13,4.77965456813223e-06,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.15384615384615385,True,True
19,5,selected,14e87b21,38,13,13,-3.462108972840383e-07,0.5789473684210527,0.6153846153846154,-0.036437246963562764,-0.004048582995951455,-0.06275303643724695,True,True
19,5,explore,f59f8c13,13,13,13,1.0714928673216662e-06,0.38461538461538464,0.6153846153846154,-0.23076923076923078,0.07692307692307698,-0.23076923076923078,True,True
19,6,selected,e29ed4f8,38,13,13,3.389568687950373e-06,0.8157894736842105,0.23076923076923078,0.5850202429149798,0.17813765182186225,0.5850202429149798,True,True
19,6,explore,f59f8c13,13,13,13,0.0,0.46153846153846156,0.23076923076923078,0.23076923076923078,-0.07692307692307698,0.23076923076923078,True,True
19,7,selected,e29ed4f8,38,13,13,-5.771414361088745e-06,0.7631578947368421,0.6923076923076923,0.07085020242914986,-0.05668016194331982,0.2753036437246963,True,True
19,7,explore,f59f8c13,13,13,13,-5.061442957643436e-06,0.8461538461538461,0.6923076923076923,0.15384615384615385,0.0,0.3846153846153846,True,True
20,0,selected,e29ed4f8,38,13,13,3.4707614160467415e-07,0.7105263157894737,0.38461538461538464,0.32591093117408904,-0.10931174089068829,0.32591093117408904,True,True
20,0,explore,f59f8c13,13,13,13,2.0128589861556634e-07,0.6153846153846154,0.38461538461538464,0.23076923076923078,-0.15384615384615385,0.23076923076923078,True,True
20,1,selected,e29ed4f8,38,13,13,-2.5156596805686604e-08,0.6842105263157895,0.38461538461538464,0.29959514170040485,0.2004048582995951,0.29959514170040485,True,True
20,1,explore,f59f8c13,13,13,13,0.0,0.6923076923076923,0.38461538461538464,0.30769230769230765,0.15384615384615385,0.30769230769230765,True,True
20,2,selected,e29ed4f8,38,13,13,6.933995555513661e-08,0.868421052631579,0.23076923076923078,0.6376518218623481,0.5890688259109311,0.7145748987854251,True,True
20,2,explore,f59f8c13,13,13,13,0.0,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.30769230769230765,0.23076923076923078,True,True
20,3,selected,e29ed4f8,38,13,13,0.0,0.8421052631578947,0.6923076923076923,0.1497975708502024,0.022267206477732837,0.12348178137651822,True,True
20,3,explore,f59f8c13,13,13,13,0.0,0.6153846153846154,0.6923076923076923,-0.07692307692307687,0.0,-0.07692307692307687,True,True
20,4,selected,e29ed4f8,38,13,13,8.519888696767453e-07,0.9210526315789473,0.23076923076923078,0.6902834008097165,0.28137651821862353,0.7408906882591093,True,True
20,4,explore,f59f8c13,13,13,13,-1.5776995976324315e-07,0.5384615384615384,0.23076923076923078,0.30769230769230765,0.0,0.23076923076923078,True,True
20,5,selected,e29ed4f8,38,13,13,0.0,0.8947368421052632,0.7692307692307693,0.1255060728744939,-0.07894736842105265,0.0,True,True
20,5,explore,f59f8c13,13,13,13,0.0,0.6923076923076923,0.7692307692307693,-0.07692307692307698,-0.07692307692307687,0.0,True,True
20,6,selected,e29ed4f8,38,13,13,4.474002324172943e-08,0.8947368421052632,0.5384615384615384,0.35627530364372473,0.3056680161943319,0.11538461538461536,True,True
20,6,explore,f59f8c13,13,13,13,0.0,0.6153846153846154,0.5384615384615384,0.07692307692307698,0.07692307692307687,0.07692307692307693,True,True
20,7,selected,e29ed4f8,38,13,13,0.0,0.868421052631579,0.6923076923076923,0.1761133603238867,0.024291497975708398,0.17206477732793524,True,True
20,7,explore,f59f8c13,13,13,13,0.0,0.6153846153846154,0.6923076923076923,-0.07692307692307687,-0.07692307692307698,0.0,True,True
21,0,selected,e29ed4f8,38,13,13,2.3835554463502717e-07,0.7894736842105263,0.46153846153846156,0.32793522267206476,0.12348178137651822,0.05263157894736842,True,True
21,0,explore,5c424123,13,13,13,4.157914341718083e-07,0.38461538461538464,0.46153846153846156,-0.07692307692307693,-0.07692307692307687,0.07692307692307693,True,True
21,1,selected,e29ed4f8,38,13,13,5.649068812729752e-08,0.8421052631578947,0.5384615384615384,0.30364372469635625,0.22672064777327927,0.30364372469635625,True,True
21,1,explore,5c424123,13,13,13,0.0,0.5384615384615384,0.5384615384615384,0.0,0.07692307692307687,0.0,True,True
21,2,selected,e29ed4f8,38,13,13,-1.9986911592440038e-07,0.9736842105263158,0.5384615384615384,0.4352226720647774,0.28137651821862353,0.4089068825910931,True,True
21,2,explore,5c424123,13,13,13,-1.9986911592440038e-07,0.7692307692307693,0.5384615384615384,0.23076923076923084,0.23076923076923084,0.15384615384615385,True,True
21,3,selected,e29ed4f8,38,13,13,0.0,0.7894736842105263,0.6153846153846154,0.1740890688259109,0.07287449392712542,0.09514170040485825,True,True
21,3,explore,5c424123,13,13,13,0.0,0.5384615384615384,0.6153846153846154,-0.07692307692307698,0.07692307692307687,-0.07692307692307698,True,True
21,4,selected,e29ed4f8,38,13,13,3.1237817088580755e-07,0.7105263157894737,0.8461538461538461,-0.13562753036437247,-0.10931174089068829,-0.08502024291497978,True,True
21,4,explore,5c424123,13,13,13,0.0,0.46153846153846156,0.8461538461538461,-0.3846153846153846,-0.15384615384615385,-0.3076923076923077,True,True
21,5,selected,e29ed4f8,38,13,13,1.592613037004753e-07,0.9210526315789473,0.6153846153846154,0.3056680161943319,0.28137651821862353,0.3056680161943319,True,True
21,5,explore,5c424123,13,13,13,1.181565774110993e-07,0.23076923076923078,0.6153846153846154,-0.38461538461538464,0.07692307692307698,-0.38461538461538464,True,True
21,6,selected,e29ed4f8,38,13,13,-3.0214276414142205e-08,0.8947368421052632,0.6153846153846154,0.27935222672064774,0.10121457489878538,0.2408906882591093,True,True
21,6,explore,5c424123,13,13,13,-3.008563576045731e-08,0.8461538461538461,0.6153846153846154,0.23076923076923073,0.0,0.23076923076923078,True,True
21,7,selected,e29ed4f8,38,13,13,0.0,0.8421052631578947,0.8461538461538461,-0.004048582995951455,-0.07894736842105265,0.046558704453441235,True,True
21,7,explore,5c424123,13,13,13,7.527477299262841e-07,0.46153846153846156,0.8461538461538461,-0.3846153846153846,-0.3846153846153846,-0.3076923076923077,True,True
22,0,selected,e29ed4f8,38,13,13,9.633720932100687e-09,0.8157894736842105,0.7692307692307693,0.046558704453441235,-0.054655870445344146,0.2510121457489879,True,True
22,0,explore,f59f8c13,13,13,13,0.0,0.5384615384615384,0.7692307692307693,-0.23076923076923084,-0.3846153846153847,0.0,True,True
22,1,selected,e29ed4f8,38,13,13,0.0,0.7631578947368421,0.3076923076923077,0.45546558704453444,0.32793522267206476,0.5060728744939271,True,True
22,1,explore,f59f8c13,13,13,13,0.0,0.38461538461538464,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.15384615384615385,True,True
22,2,selected,e29ed4f8,38,13,13,-3.473887000282616e-08,0.9736842105263158,0.6923076923076923,0.28137651821862353,0.20445344129554655,-0.02429149797570851,True,True
22,2,explore,f59f8c13,13,13,13,-2.524663802461191e-07,0.8461538461538461,0.6923076923076923,0.15384615384615385,0.15384615384615385,-0.07692307692307693,True,True
22,3,selected,e29ed4f8,38,13,13,0.0,0.9473684210526315,0.38461538461538464,0.5627530364372468,0.4352226720647774,0.5364372469635628,True,True
22,3,explore,f59f8c13,13,13,13,0.0,0.6923076923076923,0.38461538461538464,0.30769230769230765,0.3846153846153847,0.30769230769230765,True,True
22,4,selected,e29ed4f8,38,13,13,5.884384011167754e-07,0.8157894736842105,0.38461538461538464,0.43117408906882587,0.2773279352226721,0.4817813765182186,True,True
22,4,explore,f59f8c13,13,13,13,6.906832927811024e-08,0.5384615384615384,0.38461538461538464,0.1538461538461538,0.23076923076923084,0.23076923076923073,True,True
22,5,selected,e29ed4f8,38,13,13,-5.216782694716926e-08,0.7894736842105263,0.46153846153846156,0.32793522267206476,0.32995951417004055,0.4048582995951417,True,True
22,5,explore,f59f8c13,13,13,13,-6.240809073965181e-07,0.5384615384615384,0.46153846153846156,0.07692307692307687,0.07692307692307698,0.07692307692307693,True,True
22,6,selected,e29ed4f8,38,13,13,2.0563772906712074e-10,0.868421052631579,0.8461538461538461,0.022267206477732837,0.022267206477732837,0.12348178137651822,True,True
22,6,explore,f59f8c13,13,13,13,0.0,0.5384615384615384,0.8461538461538461,-0.3076923076923077,-0.23076923076923073,-0.15384615384615385,True,True
22,7,selected,e29ed4f8,38,13,13,4.428822197866111e-09,0.9210526315789473,0.7692307692307693,0.15182186234817807,0.0748987854251012,0.15182186234817807,True,True
22,7,explore,f59f8c13,13,13,13,7.725712070083546e-09,0.46153846153846156,0.7692307692307693,-0.3076923076923077,-0.3076923076923077,-0.3076923076923077,True,True
